,tos,sos,spco2,mlotst,o2os,no3os,po4os,sios,dfeos,co3,Cyanobacteria,Proteobacteria,Ascomycota,Bacteroidetes,Firmicutes,Richness,Shannon,bi-cycle,3h4h,Assimilatory_nitrate_reduction,Assimilatory_sulfate_reduction,ATP_synthesis,Calvin_cycle,Cysteine_biosynthesis,Denitrification,Dissimilatory_nitrate_reduction,Dissimilatory_sulfate_reduction,Nitrification,Nitrogen_fixation,Pta-Ack,antenna_proteins,Photosynthetic_electron_transport,Photosystem_I,Photosystem_II,acetyl-CoA_pathway,Sulfur_oxidation
SRR12480100,30.686466,34.171491,42.51809175,8.744830325,0.197111198,0.000422761,2.30E-06,0.00150637,4.30E-07,0.237067338,0.621129623,0.17489992,0.040779763,0.018958399,0.020373624,2984,2.80203697,0.010568939,0.004496171,0.074964753,0.283177777,0.014351648,0.076914938,0.136307195,0.043322465,0.017248291,0.032531539,0.003235743,0.034549838,0.120035629,0.010322376,0.018620747,0.003723404,0.009695073,0.081661164,0.02427231
SRR12480101,30.686466,34.171491,42.51809175,8.744830325,0.197111198,0.000422761,2.30E-06,0.00150637,4.30E-07,0.237067338,0.64958261,0.173610265,0.033137076,0.019292814,0.019096307,2996,2.598132378,0.008197653,0.004348834,0.064173564,0.278239888,0.015274363,0.101718083,0.135673103,0.041489025,0.017457903,0.033938039,0.003016084,0.035051956,0.117549422,0.010714615,0.019356275,0.005143199,0.012618256,0.071775024,0.024264715
SRR12480102,30.686466,34.171491,42.51809175,8.744830325,0.197111198,0.000422761,2.30E-06,0.00150637,4.30E-07,0.237067338,0.61067598,0.177398857,0.041583519,0.017728835,0.021346433,2980,2.870688233,0.010437498,0.004505824,0.073701958,0.283354361,0.014281566,0.070836001,0.13693047,0.043885444,0.017530633,0.032689142,0.003182428,0.034417714,0.122346158,0.010941942,0.018167749,0.003940502,0.010863077,0.083034912,0.024952621
SRR12480103,25.35138225,35.553706,41.745737,27.932602,0.21475387,6.10E-05,5.88E-06,0.001250931,2.40E-07,0.22906181,0.610994496,0.144158623,0.047358587,0.016021684,0.0206135,3044,2.5645631,0.007007008,0.004448747,0.054597357,0.281524282,0.014619865,0.091456918,0.138645779,0.039636294,0.01745153,0.03537512,0.003084334,0.036106663,0.121772246,0.009938075,0.020721558,0.004465355,0.015512458,0.06228881,0.041347601
SRR12480104,30.5186775,34.150837,42.2460795,10.80865725,0.197392635,0.000372001,2.33E-06,0.001500601,4.06E-07,0.23672188,0.55205608,0.198261119,0.045800094,0.017691668,0.022725527,3003,3.120409377,0.009115788,0.004473899,0.061936054,0.280861282,0.014345828,0.087095116,0.138279794,0.042719706,0.017402287,0.033196514,0.003135258,0.035511062,0.120048129,0.011616748,0.017644117,0.003460041,0.013339149,0.07522552,0.030593711
SRR12480105,30.5186775,34.150837,42.2460795,10.80865725,0.197392635,0.000372001,2.33E-06,0.001500601,4.06E-07,0.23672188,0.53907593,0.227395163,0.042812432,0.0242907,0.026475429,2968,3.112266952,0.007648058,0.004828229,0.056157111,0.290272723,0.01509875,0.083028003,0.144444377,0.042431496,0.018805998,0.037757245,0.003170514,0.038147701,0.116250444,0.012156766,0.019334169,0.004413708,0.01491123,0.068388532,0.022754945
SRR12480106,30.5186775,34.150837,42.2460795,10.80865725,0.197392635,0.000372001,2.33E-06,0.001500601,4.06E-07,0.23672188,0.615141767,0.201019598,0.032735573,0.020672226,0.02119104,2940,2.659216065,0.005487042,0.00437315,0.05206967,0.279163159,0.017291248,0.115724967,0.142475909,0.039059177,0.017614431,0.038886245,0.003024584,0.03712952,0.115365904,0.011181902,0.020632683,0.006387005,0.018094224,0.056026409,0.020012773
SRR12480107,30.50114775,34.054959,42.06991125,10.462116,0.197312245,0.000432868,2.36E-06,0.001507619,4.52E-07,0.235964458,0.559205368,0.238557166,0.038673609,0.019729645,0.02229093,2959,3.032861959,0.009193935,0.005069902,0.071991837,0.306125027,0.01277757,0.058182625,0.147257508,0.044465068,0.019069201,0.036012546,0.003364126,0.039797694,0.112180577,0.011606449,0.01752809,0.003137633,0.009073559,0.076644691,0.016521961
SRR12480108,30.50114775,34.054959,42.06991125,10.462116,0.197312245,0.000432868,2.36E-06,0.001507619,4.52E-07,0.235964458,0.641633346,0.178345994,0.036004207,0.019861172,0.020192342,2982,2.661333431,0.007309692,0.004471563,0.054155055,0.278131403,0.017389844,0.105340759,0.136727819,0.04006075,0.017149308,0.036318451,0.002980584,0.035767605,0.11995287,0.01168806,0.020412686,0.006065602,0.014299428,0.066166296,0.025612222
SRR12480109,30.50114775,34.054959,42.06991125,10.462116,0.197312245,0.000432868,2.36E-06,0.001507619,4.52E-07,0.235964458,0.534069587,0.210975206,0.044844646,0.020943218,0.025023815,2975,3.180617794,0.009492382,0.004535956,0.062886403,0.278358797,0.014781666,0.087662729,0.135001975,0.043092196,0.017359272,0.03317902,0.003120707,0.034378629,0.126853672,0.011039493,0.017746242,0.003744943,0.014419638,0.077819452,0.024526828
SRR12480110,12.642831,34.93403975,36.65618675,38.6455035,0.2755863,0.007274792,0.000503625,0.003594116,6.91E-07,0.167600345,0.130123758,0.360206238,0.099317283,0.060055172,0.039870822,3022,4.749654335,0.007813707,0.004239614,0.054046996,0.263609408,0.01076339,0.12111714,0.129824027,0.038548615,0.015678719,0.030437729,0.002814152,0.03122774,0.140741992,0.010804673,0.01543802,0.001852078,0.005659433,0.067873739,0.047508829
SRR12480111,12.9620515,34.9471555,36.07384775,36.8108905,0.275707723,0.006013832,0.000421218,0.003027175,6.91E-07,0.171461558,0.154181668,0.350212924,0.101179597,0.062756478,0.035709114,3002,4.641593234,0.007499959,0.004101113,0.054688233,0.273488065,0.011224144,0.116461027,0.127075674,0.037980364,0.015815512,0.029530068,0.002776342,0.030753838,0.135886689,0.011373383,0.017730162,0.001783908,0.00561488,0.066506985,0.049709652
SRR12480112,14.1051435,35.146572,35.707844,38.4533825,0.268107188,0.004025809,0.000283899,0.002303542,6.87E-07,0.180899268,0.250743352,0.318517015,0.079202228,0.070177871,0.03532773,3055,4.2791688,0.006489123,0.004549592,0.061939718,0.278215269,0.011570898,0.099763362,0.1345098,0.03975965,0.017116309,0.032869501,0.003093548,0.034729837,0.129753033,0.012775995,0.017716545,0.00204225,0.006845181,0.061385565,0.044874821
SRR12480123,14.6704275,35.15873275,35.95466025,34.71532075,0.26524029,0.003294186,0.000232304,0.002039699,6.49E-07,0.18320742,0.222026266,0.193590062,0.115812447,0.043734038,0.029902747,2968,4.684638557,0.00857545,0.003333395,0.053820194,0.236561466,0.011783975,0.152847422,0.117587595,0.034888288,0.013203658,0.024002664,0.002359901,0.024467021,0.141397403,0.010574527,0.015534883,0.001792629,0.006260952,0.069006202,0.072002375
SRR12480137,21.55886775,36.7874395,38.2213195,34.21043175,0.2276556,7.97E-06,1.56E-05,0.00108965,1.86E-07,0.235556213,0.578787244,0.076647388,0.078458716,0.015362646,0.015369122,3052,2.933839759,0.006304334,0.002860755,0.049378871,0.223168791,0.014335929,0.179543898,0.117390376,0.030039339,0.011969343,0.024089457,0.002312958,0.023594432,0.13075011,0.007924883,0.018029889,0.003764734,0.007748314,0.052398754,0.094394835
SRR12480141,28.834599,33.9069645,41.01397975,8.55447875,0.204371755,0.002486404,4.08E-06,0.001640519,6.38E-07,0.230510495,0.665811113,0.142587688,0.03672233,0.024320148,0.017911939,2939,2.772744218,0.009717492,0.004403192,0.065225322,0.281993064,0.014896076,0.077337625,0.139732306,0.043508202,0.017196118,0.033526273,0.003117831,0.0354339,0.121731025,0.011517139,0.018899137,0.00492102,0.013097317,0.079413815,0.024333146
SRR12480142,27.94124075,33.5774785,39.40708275,11.38647025,0.20660647,0.003759731,4.54E-06,0.001446057,6.88E-07,0.227178795,0.620536287,0.17110431,0.04900386,0.023175845,0.020354327,2951,3.015051716,0.011289506,0.004580391,0.072431058,0.290883067,0.012914171,0.061148003,0.139680177,0.046070852,0.017854882,0.032635101,0.003167047,0.036565932,0.118456111,0.014212255,0.016825245,0.00357198,0.011534565,0.086704222,0.019475433
SRR12480143,27.865424,33.6248025,39.33267225,12.1419345,0.206706558,0.003771108,4.47E-06,0.001423053,6.55E-07,0.227580628,0.547092569,0.195476789,0.04974862,0.027114273,0.023157124,2983,3.382895633,0.007449148,0.004219195,0.051277098,0.252235019,0.016634673,0.133569037,0.127006461,0.038267776,0.015942875,0.032073829,0.002772273,0.03245587,0.135628435,0.012927744,0.017637139,0.004747808,0.016104102,0.063222997,0.03582852
SRR12480144,27.865424,33.6248025,39.33267225,12.1419345,0.206706558,0.003771108,4.47E-06,0.001423053,6.55E-07,0.227580628,0.478683666,0.2730977,0.042150731,0.031927959,0.026971964,2970,3.540080769,0.01143922,0.004751294,0.073478489,0.296023983,0.012509687,0.052099487,0.142571002,0.04720931,0.018445779,0.033549654,0.003271535,0.037888078,0.116964584,0.013677235,0.015952407,0.002794071,0.011242837,0.089635845,0.016495503
SRR12480145,27.865424,33.6248025,39.33267225,12.1419345,0.206706558,0.003771108,4.47E-06,0.001423053,6.55E-07,0.227580628,0.529450258,0.21136214,0.036696823,0.038399366,0.028757306,2953,3.55248218,0.014232666,0.004052149,0.116473189,0.280442138,0.01176936,0.043316474,0.133248485,0.046271172,0.016519078,0.028735131,0.003148462,0.031882323,0.113561271,0.012682612,0.014698366,0.002308244,0.008630576,0.102942304,0.015085998
SRR12480146,27.865424,33.6248025,39.33267225,12.1419345,0.206706558,0.003771108,4.47E-06,0.001423053,6.55E-07,0.227580628,0.623800329,0.137038455,0.050075458,0.019595455,0.017995012,2981,2.723637584,0.006323772,0.003830019,0.047800863,0.249638737,0.018025853,0.146366089,0.128642534,0.034789157,0.014989069,0.031044125,0.002833936,0.031239391,0.131395152,0.00907219,0.020223846,0.005631615,0.014874967,0.054220218,0.049058465
SRR12480147,27.865424,33.6248025,39.33267225,12.1419345,0.206706558,0.003771108,4.47E-06,0.001423053,6.55E-07,0.227580628,0.58755672,0.191193445,0.045651688,0.02406174,0.02086103,2956,2.904584696,0.008773237,0.004273211,0.063078544,0.272452077,0.014645472,0.09584779,0.134709566,0.040756805,0.016791034,0.031691376,0.003041528,0.033644006,0.13187933,0.009379252,0.019312261,0.004257932,0.011010641,0.073772361,0.030683577
SRR12480148,22.10949675,36.6654505,38.41038275,27.229641,0.225035645,1.04E-05,1.35E-05,0.001081545,2.11E-07,0.236566755,0.530917287,0.074071752,0.115340022,0.012241168,0.013070547,2977,3.348902624,0.008348933,0.002622302,0.056300191,0.220502455,0.012788454,0.186375524,0.115384679,0.031892288,0.011887643,0.020641983,0.002311698,0.021640485,0.131849827,0.007907171,0.017076571,0.002329693,0.005155024,0.061798795,0.083186284
SRR12480149,28.478644,33.87572775,40.4705865,10.8742505,0.204883103,0.002977405,4.00E-06,0.001533522,6.28E-07,0.230014125,0.616937257,0.171328058,0.038227359,0.023620086,0.023011219,2958,2.757895368,0.009233173,0.00442907,0.071494176,0.281855393,0.014366114,0.075769166,0.136708779,0.042533479,0.01736642,0.033227988,0.003274591,0.034565427,0.12675131,0.009984206,0.019250004,0.004342821,0.012846795,0.077111114,0.024889972
SRR12480150,28.478644,33.87572775,40.4705865,10.8742505,0.204883103,0.002977405,4.00E-06,0.001533522,6.28E-07,0.230014125,0.669752794,0.150432688,0.034303808,0.019085538,0.026294958,2915,2.49120273,0.00973048,0.00444525,0.107236793,0.289726353,0.013079426,0.051663847,0.14024527,0.043722561,0.018159374,0.03426819,0.003210032,0.036539527,0.110258264,0.009770807,0.017916382,0.003491817,0.009347932,0.080220678,0.016967017
SRR12480151,28.478644,33.87572775,40.4705865,10.8742505,0.204883103,0.002977405,4.00E-06,0.001533522,6.28E-07,0.230014125,0.681297722,0.149378426,0.031508604,0.021320548,0.019777765,2934,2.406383844,0.008196312,0.004784502,0.075059244,0.296321759,0.014559314,0.06374043,0.142447647,0.04298437,0.018332936,0.036228958,0.003138091,0.039048613,0.115367907,0.010271639,0.019499811,0.004637277,0.01164125,0.07295371,0.020786231
SRR12480152,29.99807475,34.4958335,41.86725,13.82679283,0.198264178,0.000504888,2.59E-06,0.001532869,4.07E-07,0.239841983,0.509942375,0.230600295,0.043747456,0.020656572,0.02432941,3048,3.210686128,0.009854538,0.00479363,0.059038363,0.292432994,0.014102494,0.07209975,0.141759857,0.044849053,0.018236778,0.033968122,0.003250365,0.037278908,0.121257181,0.010981072,0.018215036,0.003259084,0.014153156,0.080116468,0.020353152
SRR12480153,25.2531275,35.748091,40.9713275,32.22668125,0.212582055,1.98E-05,4.40E-06,0.001154006,2.94E-07,0.233766415,0.73126346,0.075208291,0.047481783,0.010404507,0.011793781,3020,2.08374487,0.007702272,0.003525338,0.054126356,0.265268085,0.014648054,0.116374655,0.130760804,0.036401261,0.015017002,0.029973509,0.002744456,0.030657824,0.122415286,0.009090044,0.021335898,0.004873315,0.00961892,0.063543147,0.061923775
SRR12480154,29.99807475,34.4958335,41.86725,13.82679283,0.198264178,0.000504888,2.59E-06,0.001532869,4.07E-07,0.239841983,0.500055897,0.228807812,0.044884405,0.025370572,0.026351598,2996,3.229245659,0.007321156,0.004431163,0.054225255,0.277855227,0.01750604,0.102981455,0.13488662,0.039846903,0.017437774,0.036995247,0.002938144,0.035178094,0.123112198,0.011019266,0.020222652,0.004431947,0.02187302,0.064737418,0.023000419
SRR12480155,29.99807475,34.4958335,41.86725,13.82679283,0.198264178,0.000504888,2.59E-06,0.001532869,4.07E-07,0.239841983,0.56503279,0.202276509,0.04908942,0.020749622,0.021346025,3034,3.062558736,0.00915887,0.004176014,0.058555432,0.272290073,0.014782909,0.107947362,0.133982333,0.040694149,0.016519447,0.031747542,0.003022596,0.032670385,0.126759478,0.009805877,0.018401615,0.00377103,0.011777961,0.07420862,0.029728307
SRR12480156,29.99807475,34.4958335,41.86725,13.82679283,0.198264178,0.000504888,2.59E-06,0.001532869,4.07E-07,0.239841983,0.514606145,0.208318997,0.054751694,0.021922071,0.023154088,3046,3.258208095,0.00746774,0.003817781,0.055913214,0.246760368,0.019296908,0.142866137,0.122457429,0.035877285,0.014268158,0.030905848,0.00265147,0.029267909,0.14093713,0.009447082,0.019265684,0.00460729,0.01858261,0.06295106,0.032658895
SRR12480157,29.99807475,34.4958335,41.86725,13.82679283,0.198264178,0.000504888,2.59E-06,0.001532869,4.07E-07,0.239841983,0.572533753,0.200193299,0.046563714,0.016992093,0.035039083,2981,3.032280199,0.011524068,0.004425407,0.090842534,0.287131395,0.012824547,0.058667296,0.137689188,0.045013358,0.017194953,0.031484367,0.003073804,0.034509627,0.11747279,0.010430614,0.017197851,0.002994849,0.009758549,0.089349573,0.01841523
SRR12480158,30.20258725,34.52728575,42.1643485,12.23461833,0.19765343,0.000387,2.35E-06,0.001504944,3.63E-07,0.240273563,0.607045036,0.222014455,0.030467831,0.020618715,0.020556396,2990,2.737994069,0.009572258,0.004947612,0.07100565,0.303299309,0.014001371,0.051276086,0.146673019,0.045702843,0.019189591,0.036649456,0.003346579,0.039134853,0.116098108,0.011681619,0.01835561,0.003928384,0.010688938,0.079322064,0.01512665
SRR12480159,30.20258725,34.52728575,42.1643485,12.23461833,0.19765343,0.000387,2.35E-06,0.001504944,3.63E-07,0.240273563,0.589385977,0.205276341,0.045499653,0.019932173,0.020390123,2988,2.900125002,0.009668451,0.004825375,0.0728231,0.290376276,0.013523175,0.066277079,0.140307891,0.044428388,0.018067198,0.034628814,0.003314897,0.036614848,0.120852934,0.011767064,0.018334957,0.0038585,0.012068071,0.080626422,0.01763656
SRR12480160,30.20258725,34.52728575,42.1643485,12.23461833,0.19765343,0.000387,2.35E-06,0.001504944,3.63E-07,0.240273563,0.542421977,0.217637672,0.041692976,0.022239235,0.024376391,2977,3.182452793,0.008885497,0.004837945,0.058621607,0.291001141,0.014898511,0.073480412,0.140812002,0.04416659,0.018809583,0.036472666,0.003288495,0.037880704,0.124975787,0.012505652,0.018406694,0.003931775,0.015501907,0.075222363,0.01630067
SRR12480161,30.191491,34.50857175,42.08803225,12.13326215,0.19758423,0.000416464,2.40E-06,0.001511123,3.87E-07,0.240265378,0.505799602,0.239345199,0.045625981,0.021706769,0.035502142,2981,3.252577871,0.008421667,0.004861639,0.06253447,0.289799733,0.013834065,0.077834408,0.142942978,0.043918122,0.018656217,0.034728645,0.003301011,0.037424839,0.121460227,0.011571363,0.01802005,0.003345357,0.011408714,0.072591907,0.023344589
SRR12480162,30.191491,34.50857175,42.08803225,12.13326215,0.19758423,0.000416464,2.40E-06,0.001511123,3.87E-07,0.240265378,0.569963948,0.226370416,0.036746338,0.021606762,0.023377,2975,2.936839584,0.008945607,0.004905429,0.066445596,0.297331419,0.014156179,0.065286146,0.14471908,0.044788074,0.019049669,0.036128698,0.003320895,0.039071589,0.117592605,0.011242555,0.018355403,0.003657621,0.010439021,0.076765257,0.017799155
SRR12480163,30.191491,34.50857175,42.08803225,12.13326215,0.19758423,0.000416464,2.40E-06,0.001511123,3.87E-07,0.240265378,0.587340365,0.186238878,0.043982496,0.020744259,0.021824001,2997,3.003262178,0.010698449,0.00447356,0.065542898,0.289568961,0.013648197,0.074624223,0.139721523,0.043777056,0.017528008,0.032904071,0.003102945,0.034764758,0.12292884,0.010231387,0.018077132,0.003433425,0.008749969,0.084583629,0.02164097
SRR12480164,25.408567,35.68594375,41.2877925,31.6584925,0.212347428,3.49E-05,4.30E-06,0.001162758,2.80E-07,0.232777025,0.718208354,0.07077362,0.051250548,0.010335419,0.012953015,3027,2.159025681,0.00768388,0.003853241,0.053042519,0.269255963,0.014462338,0.115911804,0.133539573,0.038483234,0.016120141,0.030441772,0.003029993,0.032695028,0.122924337,0.009515628,0.020378397,0.004443721,0.010375892,0.064401647,0.049440893
SRR12480166,30.40099,34.49270175,42.3865095,9.91625625,0.197255325,0.000357946,2.28E-06,0.001495196,3.66E-07,0.240165358,0.568501732,0.221061029,0.039156818,0.022161467,0.022643174,3012,2.98457173,0.009134802,0.004707767,0.059458053,0.29432543,0.014243743,0.075589257,0.142732096,0.043754308,0.018157089,0.036133676,0.003252455,0.037273708,0.120292949,0.010331939,0.018714112,0.003941016,0.009808797,0.07784313,0.020305671
SRR12480167,30.40099,34.49270175,42.3865095,9.91625625,0.197255325,0.000357946,2.28E-06,0.001495196,3.66E-07,0.240165358,0.569744547,0.168433698,0.054594339,0.020896046,0.021933784,2959,3.133714341,0.009069968,0.00397871,0.059226568,0.259862946,0.018339103,0.118470533,0.126480372,0.038891007,0.015220202,0.029897517,0.002835397,0.02960564,0.141842263,0.009249787,0.019471587,0.004663306,0.013068677,0.07216536,0.027661056
SRR12480168,30.40099,34.49270175,42.3865095,9.91625625,0.197255325,0.000357946,2.28E-06,0.001495196,3.66E-07,0.240165358,0.551862273,0.212346067,0.04774654,0.021867157,0.024670886,2983,3.147991112,0.010397832,0.004420123,0.072645482,0.287607432,0.014315935,0.073390642,0.138269591,0.043554616,0.017488173,0.033329547,0.003093949,0.035005146,0.121916883,0.010080226,0.018393006,0.003428031,0.008898811,0.081952307,0.021812267
SRR12480169,30.4071655,34.46958625,42.329737,9.405268625,0.197262323,0.00039902,2.31E-06,0.001496857,3.88E-07,0.240111175,0.553349333,0.217067721,0.043711897,0.022962475,0.023903432,2945,3.068756429,0.009338893,0.004479219,0.065564045,0.281951558,0.01395833,0.083182741,0.137193005,0.042602245,0.017486378,0.03355892,0.003113275,0.034817618,0.126163227,0.010058486,0.018732923,0.003909298,0.010967028,0.07925724,0.023665571
SRR12480170,30.4071655,34.46958625,42.329737,9.405268625,0.197262323,0.00039902,2.31E-06,0.001496857,3.88E-07,0.240111175,0.536803077,0.250716976,0.04250506,0.018547201,0.020010746,2997,3.015539463,0.009288157,0.004293312,0.05920495,0.276896513,0.014988319,0.103208492,0.137705926,0.040961652,0.016625682,0.032292543,0.003007923,0.032822173,0.125577177,0.010131554,0.018559727,0.00406276,0.010615467,0.074241797,0.025515873
SRR12480171,30.64586225,34.410821,42.6614375,7.82909325,0.196975305,0.000386666,2.25E-06,0.001492586,3.89E-07,0.23955084,0.518621827,0.175784112,0.070595395,0.015464344,0.018676299,2809,3.278400481,0.006273985,0.002960415,0.061421258,0.208682714,0.023637827,0.209343429,0.10782041,0.03009645,0.011530955,0.02486403,0.00202298,0.022083658,0.13923545,0.007984788,0.019992425,0.004494846,0.014513897,0.05074891,0.052291573
SRR12480172,30.64586225,34.410821,42.6614375,7.82909325,0.196975305,0.000386666,2.25E-06,0.001492586,3.89E-07,0.23955084,0.600450595,0.180219602,0.042568984,0.018230386,0.018108631,3009,2.832863785,0.006832836,0.003576015,0.052881575,0.245657399,0.020657088,0.158901615,0.120363478,0.033709781,0.013990723,0.031457008,0.002543774,0.028788111,0.123972079,0.009507704,0.021354132,0.006307671,0.017162105,0.057677623,0.044659285
SRR12480173,30.64586225,34.410821,42.6614375,7.82909325,0.196975305,0.000386666,2.25E-06,0.001492586,3.89E-07,0.23955084,0.585075267,0.176813845,0.045517934,0.020132112,0.022025103,3007,3.00625263,0.008710986,0.004193314,0.058645577,0.272267086,0.015678001,0.102142305,0.135011753,0.040380129,0.016492688,0.03314623,0.002994061,0.033462381,0.124845478,0.010295515,0.018915956,0.00451229,0.014716401,0.072040325,0.031549522
SRR12480174,30.64586225,34.410821,42.6614375,7.82909325,0.196975305,0.000386666,2.25E-06,0.001492586,3.89E-07,0.23955084,0.61530801,0.174429654,0.039920881,0.016525956,0.021491567,3009,2.802337356,0.009223795,0.004668496,0.07222753,0.29141576,0.014447745,0.069390704,0.14037026,0.043427776,0.017920527,0.035234462,0.003164656,0.037055822,0.118502556,0.011117283,0.018636518,0.003927036,0.011857191,0.076335602,0.021076281
SRR12480175,30.64586225,34.410821,42.6614375,7.82909325,0.196975305,0.000386666,2.25E-06,0.001492586,3.89E-07,0.23955084,0.611427485,0.173259306,0.041072618,0.019999909,0.027360905,2995,2.880237314,0.010022768,0.004656956,0.08129347,0.30100077,0.013039853,0.048681031,0.142696149,0.045078366,0.018332786,0.034937772,0.00319686,0.037589945,0.11561163,0.010281361,0.018001964,0.003254308,0.009356389,0.082634417,0.020333207
SRR12480176,29.78003575,34.42067625,42.47406825,8.49980575,0.200689053,0.001162583,3.01E-06,0.001644029,5.21E-07,0.236422988,0.390609823,0.433550957,0.037789604,0.018004648,0.016434027,2867,2.887561884,0.009575423,0.004515837,0.065268313,0.276190967,0.015448841,0.092493794,0.135119435,0.043260859,0.016993038,0.031018178,0.00310523,0.033600452,0.129544279,0.010270901,0.017320667,0.003339513,0.008797154,0.078983235,0.025153882
SRR12480177,29.7179555,34.36718525,42.19318875,9.05426975,0.200630498,0.001065535,3.04E-06,0.001648817,5.09E-07,0.236220828,0.420134956,0.431145051,0.02925,0.015388049,0.019067493,2930,2.673891976,0.009560822,0.004269294,0.06858928,0.280082001,0.014470875,0.082660542,0.138994992,0.042828562,0.017533975,0.03273776,0.00309902,0.034286728,0.127148419,0.010207438,0.017558182,0.004253096,0.010426269,0.077230476,0.02406227
SRR12480178,29.7179555,34.36718525,42.19318875,9.05426975,0.200630498,0.001065535,3.04E-06,0.001648817,5.09E-07,0.236220828,0.410409789,0.453083007,0.028749136,0.013839617,0.013903606,2745,2.610993618,0.011405724,0.004076803,0.060499004,0.293742082,0.013401148,0.06718318,0.139603436,0.04588488,0.018113797,0.032346744,0.003238225,0.03304842,0.123595512,0.010498922,0.018236853,0.004238659,0.008453544,0.090150983,0.022282085
SRR12480179,29.7179555,34.36718525,42.19318875,9.05426975,0.200630498,0.001065535,3.04E-06,0.001648817,5.09E-07,0.236220828,0.340395811,0.483953706,0.043855395,0.015098036,0.023321656,2928,2.877676439,0.010058762,0.004343727,0.068116583,0.275846339,0.013753377,0.090479312,0.135511743,0.045246486,0.017193167,0.030652587,0.003197643,0.03281034,0.129172613,0.010061933,0.016978273,0.003382996,0.007469286,0.08032198,0.025402851
SRR12480180,29.70097225,34.45405375,42.095804,9.71105875,0.200561505,0.000984415,2.98E-06,0.001636076,4.79E-07,0.237430318,0.429443638,0.382343528,0.038252286,0.022294751,0.023224504,2714,2.939193266,0.006925701,0.003994319,0.070556674,0.260480602,0.019242157,0.114383821,0.132736023,0.03358036,0.015890554,0.039880762,0.002058189,0.028727415,0.125193131,0.009295462,0.023506833,0.010035536,0.020068727,0.056245327,0.027198407
SRR12480181,22.7441715,36.25243275,38.503103,26.16311825,0.221869605,3.25E-06,9.47E-06,0.001082873,2.64E-07,0.23451818,0.588762846,0.091304846,0.088163955,0.013706701,0.016247443,3033,2.986773019,0.007815422,0.003101429,0.055474229,0.239006089,0.012924953,0.153036245,0.122347026,0.03344284,0.013330509,0.025133817,0.002560546,0.025854973,0.130795038,0.008247478,0.018201861,0.002774982,0.006239626,0.059761725,0.07995121
SRR12480182,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.518806883,0.254242304,0.030148704,0.019944547,0.020418262,2909,3.050824811,0.012425655,0.004355307,0.107620038,0.286533064,0.011655435,0.049571325,0.137353032,0.04540214,0.017149909,0.030791715,0.003181468,0.033394852,0.11420018,0.009998366,0.0157032,0.002860632,0.006152655,0.097063762,0.014587267
SRR12480183,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.633356297,0.153221119,0.044690335,0.017611494,0.017313045,2936,2.668511869,0.006760916,0.003722051,0.054371221,0.254767301,0.022917464,0.152175624,0.128344099,0.036541938,0.015674341,0.031881909,0.002942835,0.031505224,0.122410986,0.00945083,0.021983471,0.00645969,0.01319733,0.058354055,0.026538715
SRR12480184,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.535951832,0.233900455,0.08077508,0.015376863,0.020857531,2918,3.211700786,0.013574723,0.003900852,0.128949076,0.270477208,0.011980932,0.054684516,0.128110396,0.043905637,0.015756072,0.027373646,0.003064925,0.029192631,0.115459102,0.009438496,0.015275206,0.002705835,0.005871,0.102037769,0.018241979
SRR12480185,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.559071003,0.195542963,0.053557034,0.022818363,0.021465018,2892,3.185874716,0.008581726,0.004056175,0.056192968,0.256135531,0.017430398,0.136558251,0.1287918,0.039124235,0.015390257,0.030105762,0.002995289,0.030118388,0.132054811,0.009430916,0.017532542,0.004223774,0.009192041,0.07070533,0.031379808
SRR12480186,29.702755,34.39364675,41.7938035,11.13888625,0.199920008,0.000788204,2.97E-06,0.001623673,4.64E-07,0.237469603,0.579955799,0.207602634,0.042455631,0.018792276,0.023568702,2941,2.991514122,0.011126365,0.004396639,0.091211007,0.283432632,0.013169909,0.06537514,0.134606817,0.043491637,0.01672228,0.031361866,0.003041317,0.033217686,0.121069583,0.010287463,0.017163527,0.003239373,0.007971638,0.085896538,0.023218583
SRR12480187,29.702755,34.39364675,41.7938035,11.13888625,0.199920008,0.000788204,2.97E-06,0.001623673,4.64E-07,0.237469603,0.630066902,0.173530919,0.03960657,0.021621573,0.021166693,2942,2.723932535,0.00839205,0.004351309,0.056596879,0.275093515,0.017047471,0.098943081,0.137138852,0.041191276,0.016868471,0.033922466,0.003129304,0.033719795,0.126856861,0.010137066,0.019865348,0.005087386,0.011291873,0.071141663,0.029225335
SRR12480188,29.702755,34.39364675,41.7938035,11.13888625,0.199920008,0.000788204,2.97E-06,0.001623673,4.64E-07,0.237469603,0.613023149,0.184070357,0.039265033,0.020469116,0.031519589,2909,2.801301654,0.009448801,0.004339323,0.077036848,0.281459371,0.013685434,0.077172157,0.137597579,0.042523461,0.017119184,0.032795877,0.003009411,0.034714278,0.12576904,0.009639678,0.018095208,0.004027795,0.008457647,0.077900841,0.025208068
